// FFXIV 1.0 (1.23b) RTTI Database — 4358 classes
// Generated from: ffxivgame.exe
// Date: 2026-05-18 13:35:01

// Format: Demangled | VTable VA | VFunc Count | TypeDescriptor VA | Mangled
// -------------------------------------------------------------------------
SQEX::CDev::Engine::Phieg::ClothDynamics::CapsuleChainObject                               | 0x0113CF54 |  36 | 0x01321B98 | .?AVCapsuleChainObject@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::CapsuleCollision                                 | 0x0113CD98 |   9 | 0x013219B8 | .?AVCapsuleCollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::ChainEnvelopeOperator                            | 0x0113D0C4 |   5 | 0x01321D38 | .?AVChainEnvelopeOperator@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::ChainObject                                      | 0x0113CEBC |  36 | 0x01321B54 | .?AVChainObject@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::ClothBase                                        |            |     | 0x012F9204 | .?AVClothBase@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::ClothGroup                                       | 0x0113CE1C |   1 | 0x01321AD8 | .?AVClothGroup@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::ClothManager                                     | 0x0113CE14 |   1 | 0x01321A98 | .?AVClothManager@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::EllipsoidCollision                               | 0x0113CD48 |   9 | 0x01321920 | .?AVEllipsoidCollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::ExForce                                          | 0x0113E964 |   9 | 0x01323208 | .?AVExForce@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::GravityForce                                     | 0x0113E944 |   7 | 0x013231C8 | .?AVGravityForce@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::ICollision                                       | 0x0113CC80 |   9 | 0x013217B0 | .?AVICollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::IConstContainer                                  | 0x010A9598 |   4 | 0x012F9140 | .?AVIConstContainer@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::IConstraint                                      | 0x0113CFE8 |  11 | 0x01321BE0 | .?AVIConstraint@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::IForce                                           | 0x0113D0FC |   7 | 0x01321DD8 | .?AVIForce@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::InsideCapsuleCollision                           | 0x0113CD70 |   9 | 0x01321968 | .?AVInsideCapsuleCollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::InsideEllipsoidCollision                         | 0x0113CD20 |   9 | 0x013218D0 | .?AVInsideEllipsoidCollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::InsideSphereCollision                            | 0x0113CDC4 |   9 | 0x01321A00 | .?AVInsideSphereCollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::IObject                                          | 0x0113CE24 |  36 | 0x01321B18 | .?AVIObject@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::IOperator                                        | 0x0113D0AC |   5 | 0x01321CF4 | .?AVIOperator@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::LockPlaneCollision                               | 0x0113CCD0 |   9 | 0x01321840 | .?AVLockPlaneCollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::NailConstraint                                   | 0x0113D048 |  11 | 0x01321C68 | .?AVNailConstraint@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::PinConstraint                                    | 0x0113D018 |  11 | 0x01321C20 | .?AVPinConstraint@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::PlaneCollision                                   | 0x0113CCF8 |   9 | 0x01321888 | .?AVPlaneCollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::SphereCollision                                  | 0x0113CDEC |   9 | 0x01321A50 | .?AVSphereCollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::SpringConstraint                                 | 0x0113D078 |  11 | 0x01321CB0 | .?AVSpringConstraint@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::ThreePointPlaneCollision                         | 0x0113CCA8 |   9 | 0x013217F0 | .?AVThreePointPlaneCollision@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::VNailConstraint::?$ConstContainer                | 0x010A95C0 |   4 | 0x012F9248 | .?AV?$ConstContainer@VNailConstraint@ClothDynamics@Phieg@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Phieg::ClothDynamics::VPinConstraint::?$ConstContainer                 | 0x010A95AC |   4 | 0x012F9188 | .?AV?$ConstContainer@VPinConstraint@ClothDynamics@Phieg@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Phieg::ClothDynamics::VSpringConstraint::?$ConstContainer              | 0x010A95D4 |   4 | 0x012F92C8 | .?AV?$ConstContainer@VSpringConstraint@ClothDynamics@Phieg@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Phieg::ClothDynamics::WindForce                                        | 0x0113D11C |   7 | 0x01321E14 | .?AVWindForce@ClothDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::BoxGjkObject                                 | 0x010A9FF4 |   4 | 0x012F9988 | .?AVBoxGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::CapsuleGjkObject                             | 0x010A9EC4 |   4 | 0x012F98A8 | .?AVCapsuleGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::ConvexObject                                 | 0x010A9A40 |   4 | 0x012F96F8 | .?AVConvexObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::ConvexProxy                                  | 0x010A9A2C |   4 | 0x012F96B0 | .?AVConvexProxy@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::CylinderGjkObject                            | 0x010AA01C |   4 | 0x012F9A18 | .?AVCylinderGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::EllipseGjkObject                             | 0x010A9ED8 |   4 | 0x012F98F0 | .?AVEllipseGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::GjkObject                                    | 0x010A9A18 |   4 | 0x012F9670 | .?AVGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::HemiSphereGjkObject                          | 0x010A9EEC |   4 | 0x012F9938 | .?AVHemiSphereGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::PlaneGjkObject                               | 0x010AA008 |   4 | 0x012F99D0 | .?AVPlaneGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::PointGjkObject                               | 0x0113D148 |   4 | 0x01321E58 | .?AVPointGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::PrimitiveGjkObject                           | 0x010A9E88 |   4 | 0x012F97C8 | .?AVPrimitiveGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::SegmentGjkObject                             | 0x010A9E9C |   4 | 0x012F9818 | .?AVSegmentGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::SphereGjkObject                              | 0x010A9EB0 |   4 | 0x012F9860 | .?AVSphereGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Collision::Convex::TriangleGjkObject                            | 0x0113D15C |   4 | 0x01321EA0 | .?AVTriangleGjkObject@Convex@Collision@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::CharacterProxy                                      | 0x010A9444 |   1 | 0x012F8FB4 | .?AVCharacterProxy@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::Clipping::ClippingInstance                          | 0x010A9554 |  14 | 0x012F90D8 | .?AVClippingInstance@Clipping@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::DefaultIKRaycast                                    | 0x010A940C |   2 | 0x012F8F70 | .?AVDefaultIKRaycast@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::IJointObjectProxy                                   | 0x0109DDAC |  17 | 0x012F05F8 | .?AVIJointObjectProxy@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::IK::IKInstance                                      | 0x010A91B8 |  14 | 0x012F8D80 | .?AVIKInstance@IK@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::IMeshProxy                                          | 0x0109DDF4 |   7 | 0x012F063C | .?AVIMeshProxy@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::Misc::BaseInstance                                  | 0x010A8FF0 |  14 | 0x012F8B90 | .?AVBaseInstance@Misc@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::Misc::ChainInstance                                 | 0x010A9664 |  14 | 0x012F9348 | .?AVChainInstance@Misc@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::Overlap::OverlapInstance                            | 0x010A94C0 |  14 | 0x012F9048 | .?AVOverlapInstance@Overlap@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::PhysicsInstance                                     | 0x010A9048 |   1 | 0x012F8BD8 | .?AVPhysicsInstance@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::Ragdoll::RagdollInstance                            | 0x010A94FC |  14 | 0x012F9090 | .?AVRagdollInstance@Ragdoll@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::StaticBody::StaticBodyInstance                      | 0x010A947C |  14 | 0x012F8FF8 | .?AVStaticBodyInstance@StaticBody@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Controller::Wind::WindGroupInstance                             | 0x010A96A8 |  14 | 0x012F9390 | .?AVWindGroupInstance@Wind@Controller@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::ConstraintDirectionIKObject                         | 0x010A91F4 |  14 | 0x012F8DC0 | .?AVConstraintDirectionIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::FootFixationIKObject                                | 0x010A90C4 |  14 | 0x012F8CA8 | .?AVFootFixationIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::FootPlacementIKObject                               | 0x010A9088 |  14 | 0x012F8C20 | .?AVFootPlacementIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::HipAdjustmentIKObject                               | 0x010A9230 |  14 | 0x012F8E10 | .?AVHipAdjustmentIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::HipRotateIKObject                                   | 0x010A926C |  14 | 0x012F8E58 | .?AVHipRotateIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::IIKRaycast                                          | 0x010A9400 |   2 | 0x012F8F34 | .?AVIIKRaycast@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::IKObject                                            |            |     | 0x012F8C68 | .?AVIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::JointFixationIKObject                               | 0x010A917C |  14 | 0x012F8D38 | .?AVJointFixationIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::JointPlacementIKObject                              | 0x010A92A8 |  14 | 0x012F8EA0 | .?AVJointPlacementIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::LookAtIKObject                                      | 0x010A92E4 |  14 | 0x012F8EE8 | .?AVLookAtIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::IKDynamics::TwoJointIKObject                                    | 0x010A9140 |  14 | 0x012F8CF0 | .?AVTwoJointIKObject@IKDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::BoxShape                                         | 0x010A98C8 |   3 | 0x012F94D8 | .?AVBoxShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::CapsuleShape                                     | 0x010A98B8 |   3 | 0x012F9498 | .?AVCapsuleShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::ConvexShape                                      | 0x010A9A54 |   3 | 0x012F973C | .?AVConvexShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::CylinderShape                                    | 0x010A9910 |   3 | 0x012F95E8 | .?AVCylinderShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Detail::ChildSolveInstance                       | 0x010AA274 |  19 | 0x012F9C90 | .?AVChildSolveInstance@Detail@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Detail::ChildThread                              | 0x010AA0C8 |   2 | 0x012F9AE0 | .?AVChildThread@Detail@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Detail::ConvexBufferedProxy                      | 0x010AA260 |   4 | 0x012F9C08 | .?AVConvexBufferedProxy@Detail@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Detail::GeneralThreadMessage                     | 0x010AA2D8 |  13 | 0x012F9D28 | .?AVGeneralThreadMessage@Detail@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Detail::ParentSolveInstance                      | 0x010AA16C |  17 | 0x012F9BB8 | .?AVParentSolveInstance@Detail@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Detail::ParentThread                             | 0x010A9A70 |   2 | 0x012F9780 | .?AVParentThread@Detail@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Detail::SolveInstance                            | 0x010AA124 |  17 | 0x012F9B70 | .?AVSolveInstance@Detail@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Detail::TaskRunnable                             | 0x010AA0DC |  17 | 0x012F9B28 | .?AVTaskRunnable@Detail@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Detail::ThreadMessage                            | 0x010AA2C4 |   4 | 0x012F9CE0 | .?AVThreadMessage@Detail@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::EllipseShape                                     | 0x010A9900 |   3 | 0x012F95A8 | .?AVEllipseShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::HemiSphereShape                                  | 0x010A98E8 |   3 | 0x012F9560 | .?AVHemiSphereShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::PlaneShape                                       | 0x010A9A08 |   3 | 0x012F962C | .?AVPlaneShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::RigidBody                                        | 0x010A9878 |   1 | 0x012F93DC | .?AVRigidBody@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::Shape                                            | 0x010A9888 |   3 | 0x012F941C | .?AVShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::SphereShape                                      | 0x010A989C |   5 | 0x012F9458 | .?AVSphereShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::TriangleMeshShape                                | 0x010A98D8 |   3 | 0x012F9518 | .?AVTriangleMeshShape@RigidDynamics@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::RigidDynamics::VRigidBody::?$TDynamicPointerArray               | 0x0109EAA4 |   1 | 0x012F0FF0 | .?AV?$TDynamicPointerArray@VRigidBody@RigidDynamics@Phieg@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Sd::Driver::ActualBank                                                 | 0x010B26AC |  43 | 0x012FB21C | .?AVActualBank@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::AudioDataTransfer                                          |            |     | 0x012FDCB0 | .?AVAudioDataTransfer@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::BandEliminateFilterBase                                    | 0x010AD22C |  17 | 0x012FA560 | .?AVBandEliminateFilterBase@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::BandpassFilterBase                                         | 0x010AD1E4 |  17 | 0x012FA524 | .?AVBandpassFilterBase@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::Bank                                                       |            |     | 0x012FB1EC | .?AVBank@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::BankController                                             | 0x010ACACC |   1 | 0x012FA3D0 | .?AVBankController@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::Bus                                                        | 0x010AD994 |   8 | 0x012FA7F0 | .?AVBus@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::BusController                                              | 0x010AC9BC |   1 | 0x012FA358 | .?AVBusController@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::CompressorBase                                             | 0x010AF274 |  17 | 0x012FACFC | .?AVCompressorBase@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::ConfigReader                                               | 0x010AEC70 |   1 | 0x012FAAD0 | .?AVConfigReader@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::CycleSound                                                 | 0x010B179C |  97 | 0x012FB090 | .?AVCycleSound@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::DefaultSoundResourceNode                                   | 0x010B4C94 |  17 | 0x012FDF20 | .?AVDefaultSoundResourceNode@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::DelayStreamSound                                           | 0x010B1CFC |  97 | 0x012FB0CC | .?AVDelayStreamSound@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::DialogSound                                                | 0x010B140C |  97 | 0x012FAFB8 | .?AVDialogSound@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::DynamicValue                                               | 0x010ACB10 |   7 | 0x012FA40C | .?AVDynamicValue@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::DynamixStreamSound                                         | 0x010B20E4 |  97 | 0x012FB144 | .?AVDynamixStreamSound@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::EffectController                                           | 0x010AD550 |   1 | 0x012FA6F0 | .?AVEffectController@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::EngineSound                                                | 0x010B0E94 |  97 | 0x012FAF44 | .?AVEngineSound@Driver@Sd@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Sd::Driver::EqualizerBase                                              | 0x010AD900 |  13 | 0x012FA7B4 | .?AVEqualizerBase@Driver@Sd@Engine@CDev@SQEX@@
